Name,Year,Odometer,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price_usd
'Volkswagen Vento Sport 1.2 TSI AT',0.761905,0.00944,Petrol,Automatic,0.542338,0.106624,0.131799,0.5,6780
'Mahindra Xylo D2 BS III',0.571429,0.014066,Diesel,Manual,0.445736,0.347041,0.113161,0.7,2220
'Maruti Swift Dzire VDi',0.714286,0.012794,Diesel,Manual,0.575432,0.116115,0.075504,0.5,6960
'Volkswagen Polo 1.2 MPI Highline Plus',0.904762,0.00349,Petrol,Manual,0.483005,0.106997,0.075694,0.5,8280
'Hyundai Verna 1.6 VTVT',0.714286,0.0053,Petrol,Manual,0.507156,0.17994,0.165652,0.5,6420
'Hyundai i10 Era 1.1',0.571429,0.008589,Petrol,Manual,0.590638,0.085969,0.064378,0.5,3420
'Mercedes-Benz E-Class E250 CDI Launch Edition',0.761905,0.012436,Diesel,Automatic,0.387597,0.282657,0.322936,0.5,27300
'Maruti Zen LXI',0,0.014613,Petrol,Manual,0.515802,0.068664,0.049068,0.5,540
'Hyundai i10 Sportz',0.714286,0.005016,Petrol,Manual,0.607036,0.106624,0.085013,0.5,5568
'Honda Amaze S i-Dtech',0.857143,0.00791,Diesel,Manual,0.769231,0.162635,0.12248,0.5,6324
'Tata Safari Storme VX',0.857143,0.005512,Diesel,Manual,0.420394,0.289356,0.216432,0.7,12000
'Hyundai i20 Asta',0.571429,0.004705,Petrol,Manual,0.506857,0.106624,0.087105,0.5,4056
'Volkswagen Jetta 2012-2014 1.4 TSI',0.952381,0.005683,Petrol,Manual,0.437984,0.142538,0.163808,0.5,20160
'Honda Jazz Select Edition',0.571429,0.006897,Petrol,Manual,0.497913,0.106811,0.103842,0.5,2388
'Hyundai Grand i10 Sportz',0.904762,0.005094,Petrol,Manual,0.563506,0.106624,0.090909,0.5,7008
'Jaguar XF Diesel',0.857143,0.008453,Diesel,Automatic,0.439475,0.440826,0.450171,0.5,43380
'Jaguar XF 2.2 Litre Luxury',0.761905,0.002743,Diesel,Automatic,0.487776,0.289356,0.291936,0.5,30840
'Mahindra XUV500 W8 2WD',0.714286,0.020096,Diesel,Manual,0.477042,0.289356,0.201217,0.7,11088
'Maruti S Cross DDiS 320 Alpha',0.809524,0.002529,Diesel,Manual,0.676804,0.181243,0.159376,0.5,9180
'Audi A4 2.0 TDI 177 Bhp Premium Plus',0.809524,0.004928,Diesel,Automatic,0.510137,0.250093,0.266508,0.5,30372
'Renault Duster 110PS Diesel RxZ',0.714286,0.010282,Diesel,Manual,0.566786,0.15575,0.141213,0.5,5700
'Maruti Swift Dzire VXI',0.761905,0.008847,Petrol,Manual,0.569469,0.106624,0.098136,0.5,8028
'Volkswagen Polo Petrol Trendline 1.2L',0.666667,0.006282,Petrol,Manual,0.491055,0.106811,0.075504,0.5,3720
'Maruti Omni 8 Seater BSII',0.666667,0.009974,Petrol,Manual,0.587358,0.032006,0.001521,0.8,1860
'Tata Nano Twist XT',0.761905,0.00256,Petrol,Manual,0.757305,0,0.006276,0.4,1920
'Volkswagen Polo 1.2 MPI Highline',0.809524,0.003358,Petrol,Manual,0.491055,0.106811,0.075694,0.5,5700
'Maruti Alto 800 LXI',0.809524,0.009776,Petrol,Manual,0.677996,0.032006,0.024914,0.5,2940
'Audi A4 New 2.0 TDI Multitronic',0.666667,0.010589,Diesel,Automatic,0.45319,0.250093,0.202739,0.5,12300
'Ford Ecosport 1.5 Ti VCT MT Titanium',0.714286,0.015359,Petrol,Manual,0.471079,0.162821,0.144161,0.5,7800
'Hyundai Grand i10 Magna',0.857143,0.003358,Petrol,Manual,0.563506,0.106624,0.090909,0.5,5100
'Chevrolet Sail 1.2 LS',0.761905,0.001512,Petrol,Manual,0.542636,0.106997,0.09167,0.5,6600
'Maruti Swift Dzire LXI',0.809524,0.016436,Petrol,Manual,0.621646,0.106624,0.093077,0.5,4800
'Mercedes-Benz New C-Class C 220 CDI Avantgarde',0.809524,0.002281,Diesel,Automatic,0.574538,0.282657,0.258273,0.5,34200
'Chevrolet uze LTZ',0.761905,0.012293,Diesel,Manual,0.515802,0.255675,0.246291,0.5,8532
'Maruti Ritz VDi',0.714286,0.013111,Diesel,Manual,0.6291,0.116115,0.075504,0.5,4680
'Hyundai Grand i10 1.2 Kappa Sportz Option',0.904762,0.002235,Petrol,Manual,0.563506,0.106624,0.090643,0.5,6720
'Hyundai Verna 1.6 SX',0.619048,0.005358,Diesel,Manual,0.665474,0.178266,0.1752,0.5,4680
'Jaguar XF Diesel',0.761905,0.012672,Diesel,Automatic,0.439475,0.440826,0.450171,0.5,34356
'Skoda Superb Elegance 1.8 TSI AT',0.714286,0.012589,Petrol,Automatic,0.408468,0.218459,0.234975,0.5,8700
'Maruti Wagon R LXI',0.380952,0.007974,Petrol,Manual,0.563506,0.069594,0.062571,0.5,2400
'Volkswagen Polo Petrol Highline 1.2L',0.619048,0.003051,Petrol,Manual,0.491055,0.106811,0.075504,0.5,4200
'Honda Civic 2010-2013 1.8 S MT',0.619048,0.008435,Petrol,Manual,0.441264,0.218645,0.182579,0.5,6000
'Maruti Swift Dzire VDI',0.714286,0.006633,Diesel,Manual,0.697674,0.116115,0.075694,0.5,5400
'Hyundai Creta 1.6 SX Plus Petrol Automatic',0.952381,0.003647,Petrol,Automatic,0.387597,0.17994,0.165652,0.5,17232
'Hyundai Grand i10 Asta',0.857143,0.007953,Petrol,Manual,0.563506,0.106624,0.090909,0.5,6600
'Nissan Micra Diesel XV Premium',0.714286,0.010589,Diesel,Manual,0.688134,0.15575,0.054964,0.5,3600
'Volkswagen Vento Diesel Highline',0.714286,0.023051,Diesel,Manual,0.612403,0.181243,0.131989,0.5,6000
'Toyota Fortuner 4x2 AT',0.809524,0.007292,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,24300
'Hyundai Santro GS zipDrive - Euro II',0.190476,0.010282,Petrol,Manual,0,0.06978,0.150393,0.5,1440
'Mercedes-Benz A Class A180 CDI',0.809524,0.007405,Diesel,Automatic,0.596303,0.282657,0.139026,0.5,21000
'Hyundai EON D Lite',0.714286,0.004589,Petrol,Manual,0.6291,0.035355,0.039939,0.5,2520
'Hyundai Elantra Di SX',0.666667,0.005512,Diesel,Manual,0.676804,0.178266,0.175048,0.5,9000
'Renault Duster 110PS Diesel RXZ Option',0.809524,0.009205,Diesel,Manual,0.585569,0.15575,0.141213,0.5,10380
'Ford Endeavour 3.2 Titanium AT 4X4',1,0.001358,Diesel,Automatic,0.325283,0.478973,0.309623,0.7,42600
'Toyota Corolla Altis GL MT',0.761905,0.00932,Petrol,Manual,0.42576,0.218459,0.197471,0.5,12600
'Maruti Wagon R LX BSIII',0.285714,0.009205,Petrol,Manual,0.515802,0.081317,0.056676,0.5,1680
'Honda City i VTEC SV',0.904762,0.005885,Petrol,Manual,0.53071,0.162449,0.158045,0.5,9012
'Maruti Swift VDI',0.761905,0.007666,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5160
'Maruti Ertiga VDI',0.809524,0.00901,Diesel,Manual,0.619261,0.116115,0.103766,0.7,8292
'Renault Duster 110PS Diesel RxZ',0.857143,0.010013,Diesel,Manual,0.566786,0.15575,0.141213,0.5,11700
'Maruti Swift Dzire VDi',0.571429,0.019974,Diesel,Manual,0.575432,0.116115,0.075504,0.5,4800
'Maruti Ritz VDi',0.619048,0.012128,Diesel,Manual,0.691711,0.116115,0.07558,0.5,4380
'Mahindra XUV500 W8 4WD',0.714286,0.011974,Diesel,Manual,0.450209,0.289356,0.201217,0.7,12900
'Honda Brio S MT',0.809524,0.007533,Petrol,Manual,0.578414,0.106811,0.100038,0.5,5412
'Mercedes-Benz M-Class ML 350 4Matic',0.857143,0.003477,Diesel,Automatic,0,0.43971,0.248764,0.5,59064
'Tata Manza Club Class Quadrajet90 LS',0.761905,0.008351,Diesel,Manual,0.626714,0.116115,0.103842,0.5,4440
'Toyota Innova 2.5 V Diesel 7-seater',0.761905,0.024404,Diesel,Manual,0.381634,0.347972,0.128946,0.7,15588
'Maruti Swift VXI',0.809524,0.009526,Petrol,Manual,0.554562,0.106624,0.098136,0.5,4980
'Hyundai Verna 1.6 EX VTVT',0.666667,0.002251,Petrol,Manual,0.507156,0.17994,0.165652,0.5,5280
'Honda Mobilio S i VTEC',0.809524,0.003974,Petrol,Manual,0.515802,0.162449,0.158045,0.7,5100
'Honda Amaze S i-Vtech',0.904762,0.004898,Petrol,Manual,0.536673,0.106811,0.099848,0.5,5100
'Land Rover Range Rover 2.2L Dynamic',0.809524,0.007974,Diesel,Automatic,0.378652,0.289356,0.291936,0.5,47700
'Mercedes-Benz E-Class 280 Elegance',0.47619,0.009512,Petrol,Automatic,0.283244,0.441571,0.374477,0.5,8400
'Ford Ikon 1.3 Flair',0.190476,0.009995,Petrol,Manual,0.411449,0.125605,0.068087,0.5,960
'Toyota Fortuner 4x2 Manual',0.714286,0.010897,Diesel,Manual,0.387597,0.438779,0.25542,0.7,18300
'Maruti A-Star Vxi',0.47619,0.007876,Petrol,Manual,0.566488,0.069594,0.060669,0.5,2700
'Tata Sumo EX',0.857143,0.007097,Diesel,Manual,0.419499,0.246371,0.093001,0.7,5820
'Honda City V AT',0.666667,0.009344,Petrol,Automatic,0.465116,0.162449,0.156143,0.5,7704
'Hyundai Verna SX Di AT',0.619048,0.015974,Diesel,Automatic,0.568873,0.178266,0.1752,0.5,6900
'Maruti 800 Std',0.238095,0.007974,Petrol,Manual,0.480024,0.032006,0.005325,0.4,600
'Mahindra XUV500 W8 4WD',0.809524,0.006589,Diesel,Manual,0.450209,0.289356,0.201217,0.7,13824
'Maruti SX4 VDI',0.761905,0.01382,Diesel,Manual,0.641026,0.116115,0.103842,0.5,5400
'Hyundai i20 Sportz AT 1.4',0.714286,0.011051,Petrol,Automatic,0.447227,0.143655,0.12248,0.5,5700
'Hyundai Creta 1.6 Di SX',1,0.008331,Diesel,Manual,0.586464,0.178266,0.174971,0.5,16248
'Mercedes-Benz E-Class E250 CDI Avantgrade',0.809524,0.009148,Diesel,Automatic,0.387597,0.282657,0.317421,0.5,28092
'Toyota Fortuner 4x2 AT',0.714286,0.01782,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,23100
'Volvo S60 D4 KINETIC',0.809524,0.005205,Diesel,Automatic,0.268336,0.25307,0.279194,0.5,24000
'Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde',0.619048,0.010743,Diesel,Automatic,0.423673,0.282657,0.321035,0.5,15600
'Honda Accord 2.4 Elegance M/T',0.571429,0.012282,Petrol,Manual,0.304114,0.32192,0.277292,0.5,4788
'Honda Amaze S i-Dtech',0.809524,0.016897,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5580
'Maruti Swift LXI',0.714286,0.009205,Petrol,Manual,0.554562,0.106624,0.098136,0.5,3780
'Toyota Corolla Altis G HV AT',0.714286,0.008589,Petrol,Automatic,0.433214,0.218459,0.197604,0.5,9900
'Land Rover Range Rover Vogue SE 4.4 SDV8',0.666667,0.009666,Diesel,Automatic,0.342576,0.696502,0.572651,0.5,78000
'Maruti Swift VDI',0.666667,0.009666,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5400
'Maruti Swift VXI BSIV',0.857143,0.004497,Petrol,Manual,0.608229,0.106624,0.090529,0.5,5172
'Honda Jazz 1.2 SV i VTEC',0.857143,0.003857,Petrol,Manual,0.557543,0.106997,0.103652,0.5,7440
'Toyota Etios GD',0.619048,0.012128,Diesel,Manual,0.703339,0.1377,0.150393,0.5,5604
'Volkswagen Polo Petrol Trendline 1.2L',0.619048,0.009013,Petrol,Manual,0.491055,0.106811,0.075504,0.5,3984
'Honda Civic 2006-2010 1.8 V AT',0.619048,0.009512,Petrol,Automatic,0.384615,0.218645,0.182199,0.5,4500
'Toyota Etios G SP',0.714286,0.020282,Petrol,Manual,0.500298,0.162263,0.103709,0.5,5640
'Hyundai Verna 1.6 SX VTVT',0.857143,0.00782,Petrol,Manual,0.507156,0.17994,0.165652,0.5,7800
'Toyota Innova 2.5 G4 CrDiesel 8-seater',0.52381,0.028467,Diesel,Manual,0.381634,0.347972,0.128946,0.8,8700
'Maruti SX4 S Cross DDiS 320 Zeta',0.857143,0.009469,Diesel,Manual,0.676804,0.181243,0.159376,0.5,10728
'Maruti Baleno Alpha 1.2',0.857143,0.002589,Petrol,Manual,0.638044,0.106624,0.093001,0.5,8280
'Hyundai Verna 1.6 Di EX AT',0.714286,0.017513,Diesel,Automatic,0.665474,0.178266,0.175162,0.5,8100
'Honda Amaze VX i-DTEC',0.761905,0.012436,Diesel,Manual,0.769231,0.162635,0.12248,0.5,4920
'Skoda Rapid 2013-2016 1.6 MPI Ambition',0.761905,0.005358,Petrol,Manual,0.447227,0.181243,0.131837,0.5,5400
'Audi A4 2.0 TDI 177 Bhp Premium Plus',0.714286,0.009205,Diesel,Automatic,0.510137,0.250093,0.266508,0.5,17400
'Maruti Swift Dzire VDI',0.761905,0.011524,Diesel,Manual,0.697674,0.116115,0.075694,0.5,6300
'Tata Indica Vista Quadrajet LS',0.666667,0.012282,Diesel,Manual,0.664878,0.116115,0.075694,0.5,1440
'Toyota Innova 2.5 G (Diesel) 8 Seater',0.380952,0.022644,Diesel,Manual,0.387299,0.347972,0.126284,0.8,5940
'Renault Duster 110PS Diesel RxZ Plus',0.714286,0.009205,Diesel,Manual,0.585569,0.15575,0.141213,0.5,9000
'Honda Amaze S i-Dtech',0.809524,0.008897,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5340
'Maruti Ritz VDi',0.809524,0.008748,Diesel,Manual,0.691711,0.116115,0.07558,0.5,5256
'Maruti Ciaz ZDi Plus SHVS',0.857143,0.006252,Diesel,Manual,0.837507,0.116115,0.103271,0.5,9480
'Hyundai Santro Xing GL',0.47619,0.0054,Petrol,Manual,0,0.085969,0.052872,0.5,2256
'Ford Fiesta Diesel Titanium Plus',0.666667,0.006916,Diesel,Manual,0.700656,0.162635,0.103652,0.5,7200
'Mahindra XUV500 W8 2WD',0.619048,0.019359,Diesel,Manual,0.477042,0.289356,0.201217,0.7,8040
'Maruti Alto LXi',0.52381,0.009666,Petrol,Manual,0.587358,0.032006,0.023013,0.5,1800
'Mahindra XUV500 W8 4WD',0.761905,0.009711,Diesel,Manual,0.450209,0.289356,0.201217,0.7,9324
'Hyundai Santro Xing GLS',0.666667,0.006641,Petrol,Manual,0.534287,0.085969,0.053062,0.5,3984
'Maruti Swift VDI',0.809524,0.007137,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5928
'Mercedes-Benz A Class A180 CDI',0.714286,0.005205,Diesel,Automatic,0.596303,0.282657,0.139026,0.5,13200
'Renault KWID RXT',0.857143,0.007359,Petrol,Manual,0.750447,0.032564,0.036326,0.5,4080
'Maruti Swift VDI',0.714286,0.00863,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5004
'Maruti Zen LXI',0.333333,0.012906,Petrol,Manual,0.515802,0.068664,0.049068,0.5,1500
'Hyundai Grand i10 Magna AT',0.857143,0.001358,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,6540
'Tata Manza Aura Quadrajet BS IV',0.666667,0.012128,Diesel,Manual,0.629696,0.116115,0.103842,0.5,3108
'Mahindra XUV500 W10 AWD',0.809524,0.013497,Diesel,Manual,0.477042,0.289356,0.201217,0.7,14412
'Maruti Swift Dzire 1.2 Vxi BSIV',0.571429,0.011116,Petrol,Manual,0.521765,0.106624,0.098136,0.5,2940
'Audi Q3 35 TDI Quattro Premium Plus',0.809524,0.00582,Diesel,Automatic,0.468992,0.250093,0.266508,0.5,34800
'Ford Fiesta 1.4 SXi TDCi',0.47619,0.012743,Diesel,Manual,0.53071,0.144213,0.150393,0.5,2880
'Mercedes-Benz New C-Class C 220 CDI Elegance AT',0.571429,0.016436,Diesel,Automatic,0.442457,0.282657,0.258273,0.5,14388
'Honda City i VTEC CVT VX',0.809524,0.00782,Petrol,Automatic,0.536673,0.162449,0.158045,0.5,9480
'Toyota Innova 2.5 GX 7 STR',0.571429,0.021513,Diesel,Manual,0.381634,0.347972,0.128946,0.7,7500
'Chevrolet Beat LT',0.619048,0.007359,Petrol,Manual,0.554562,0.106997,0.085964,0.5,2160
'Maruti Wagon R LXI CNG',0.714286,0.009512,CNG,Manual,0.793083,0.069594,0.045569,0.5,3360
'Honda Jazz 1.2 S i VTEC',0.809524,0.004743,Petrol,Manual,0.557543,0.106997,0.103652,0.5,5880
'Nissan Micra XL Primo',0.571429,0.011521,Petrol,Manual,0.538462,0.106811,0.077596,0.5,2700
'Maruti Ciaz AT ZXi',0.904762,0.007852,Petrol,Automatic,0.570066,0.139375,0.108216,0.5,10668
'Toyota Fortuner 4x2 AT',0.666667,0.013359,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,18000
'Maruti Ertiga ZDI',0.761905,0.008743,Diesel,Manual,0.619261,0.116115,0.103842,0.7,8400
'Maruti Alto 800 LXI',0.857143,0.001415,Petrol,Manual,0.677996,0.032006,0.024914,0.5,3540
'Honda Brio V MT',0.714286,0.008163,Petrol,Manual,0.578414,0.106811,0.100038,0.5,3960
'Hyundai Verna Transform Di VGT SX ABS',0.571429,0.018436,Diesel,Manual,0.483005,0.161705,0.144161,0.5,4200
'Honda City 1.5 GXI',0.428571,0.011521,Petrol,Manual,0.381634,0.161705,0.125143,0.5,2760
'Hyundai Creta 1.6 Di SX',0.904762,0.005704,Diesel,Manual,0.586464,0.178266,0.174971,0.5,16428
'Toyota Etios Liva GD',0.714286,0.00982,Diesel,Manual,0.703339,0.1377,0.062495,0.5,3720
'Hyundai Sonata Transform 2.4 GDi MT',0.761905,0.00182,Petrol,Manual,0.400716,0.322851,0.312001,0.5,15300
'Hyundai Creta 1.6 Di SX Option',0.904762,0.006152,Diesel,Manual,0.586464,0.178266,0.174971,0.5,16500
'Honda Jazz 1.2 SV i VTEC',0.904762,0.001666,Petrol,Manual,0.557543,0.106997,0.103652,0.5,8100
'Volkswagen Vento Diesel Comfortline',0.761905,0.010745,Diesel,Manual,0.612403,0.181243,0.131989,0.5,6300
'Mahindra XUV500 W6 2WD',0.809524,0.012589,Diesel,Manual,0.477042,0.289356,0.201217,0.7,10500
'Mahindra TUV 300 2015-2019 T8',0.904762,0.008783,Diesel,Manual,0.551282,0.161705,0.125143,0.7,10644
'Honda Accord 2001-2003 2.3 VTi L AT',0.571429,0.012897,Petrol,Automatic,0.330948,0.32192,0.205021,0.5,7800
'Maruti Ertiga VDI',0.666667,0.025821,Diesel,Manual,0.619261,0.116115,0.103766,0.7,5400
'Mahindra Ssangyong Rexton RX5',0.666667,0.011308,Diesel,Manual,0.382528,0.38556,0.243058,0.7,15000
'Toyota Fortuner 4x2 AT',0.761905,0.013749,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,20160
'Maruti Ertiga ZDI',0.857143,0.013116,Diesel,Manual,0.619261,0.116115,0.103842,0.7,10500
'Hyundai Elantra Di SX AT',0.714286,0.007485,Diesel,Automatic,0.581395,0.178266,0.175048,0.5,10200
'Hyundai i10 Magna 1.2',0.619048,0.005371,Petrol,Manual,0.607036,0.106624,0.085013,0.5,2652
'Maruti Omni MPI STD BSIV',0.666667,0.019359,Petrol,Manual,0.500894,0.032006,0,0.5,1920
'Honda Amaze VX AT i-Vtech',0.857143,0.002897,Petrol,Automatic,0.462135,0.106811,0.099848,0.5,7500
'Honda Civic 2006-2010 1.8 V AT',0.428571,0.010589,Petrol,Automatic,0.384615,0.218645,0.182199,0.5,2700
'Skoda Superb 1.8 TFSI MT',0.571429,0.007359,Petrol,Manual,0.391771,0.218459,0.23507,0.5,8100
'Maruti Ciaz ZDi Plus SHVS',0.809524,0.008024,Diesel,Manual,0.837507,0.116115,0.103271,0.5,7500
'Ford Ecosport 1.5 DV5 MT Titanium Optional',0.714286,0.009974,Diesel,Manual,0.676804,0.162635,0.10582,0.5,6120
'Mercedes-Benz M-Class ML 320 CDI',0.52381,0.010128,Diesel,Automatic,0.259392,0.43971,0.36162,0.5,12900
'Hyundai Grand i10 Di Sportz',0.857143,0.01162,Diesel,Manual,0.715564,0.092296,0.068087,0.5,6840
'Volkswagen Vento Diesel Breeze',0.714286,0.006589,Diesel,Manual,0.61121,0.181243,0.134652,0.5,7140
'Chevrolet Beat Diesel LT',0.666667,0.006544,Diesel,Manual,0.758497,0.058057,0.042031,0.5,2880
'Mahindra Quanto C6',0.714286,0.005358,Diesel,Manual,0.513119,0.161705,0.125143,0.7,4188
'Hyundai i10 Asta 1.2 AT with Sunroof',0.619048,0.008335,Petrol,Automatic,0.572451,0.106624,0.087105,0.5,4800
'Toyota Corolla Altis 2008-2013 1.8 VL AT',0.571429,0.009712,Petrol,Automatic,0.433214,0.217715,0.197604,0.5,4740
'Hyundai i10 Magna 1.2',0.714286,0.01152,Petrol,Manual,0.607036,0.106624,0.085013,0.5,3600
'Ford Figo Aspire 1.2 Ti-VCT Titanium',0.952381,0.003703,Petrol,Manual,0.541443,0.106438,0.100038,0.5,8040
'Maruti Ritz ZXi',0.857143,0.003476,Petrol,Manual,0.55158,0.106624,0.098136,0.5,7368
'Hyundai i20 Sportz AT 1.4',0.666667,0.008897,Petrol,Automatic,0.447227,0.143655,0.12248,0.5,5280
'Maruti Swift Dzire LDI',0.904762,0.008743,Diesel,Manual,0.792785,0.116115,0.075694,0.5,5100
'BMW 7 Series 2007-2012 750Li',0.571429,0.007691,Petrol,Automatic,0.261479,0.701712,0.699506,0.5,31116
'Maruti S Cross DDiS 320 Alpha',0.857143,0.006897,Diesel,Manual,0.676804,0.181243,0.159376,0.5,8400
'Toyota Fortuner 4x4 AT',0.904762,0.010485,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,30144
'Hyundai EON 1.0 Magna Plus Option O',0.904762,0.004699,Petrol,Manual,0.605247,0.069594,0.064378,0.5,5340
'Hyundai i20 1.4 CrDi Magna',0.619048,0.005863,Diesel,Manual,0.652952,0.143655,0.106124,0.5,2880
'Volkswagen Vento Diesel Highline',0.666667,0.017666,Diesel,Manual,0.612403,0.181243,0.131989,0.5,5196
'Maruti Swift Dzire VXi AT',0.904762,0.007181,Petrol,Automatic,0.55158,0.106624,0.093077,0.5,8316
'Hyundai i20 Magna 1.4 CrDi',0.761905,0.00982,Diesel,Manual,0.652952,0.143655,0.106124,0.5,5100
'Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency',0.571429,0.020116,Diesel,Automatic,0.423673,0.282657,0.321035,0.5,15000
'Hyundai Grand i10 Sportz',0.809524,0.002281,Petrol,Manual,0.563506,0.106624,0.090909,0.5,5880
'Hyundai i20 1.4 CrDi Sportz',0.761905,0.005008,Diesel,Manual,0.685748,0.143655,0.106124,0.5,5400
'Renault KWID RXT',0.857143,0.001897,Petrol,Manual,0.750447,0.032564,0.036326,0.5,3600
'Hyundai Xcent 1.2 Kappa AT SX Option',0.809524,0.009174,Petrol,Automatic,0.503876,0.106624,0.090909,0.5,6960
'Volkswagen Vento Petrol Highline',0.619048,0.008314,Petrol,Manual,0.44842,0.181243,0.131989,0.5,3996
'Chevrolet uze LTZ AT',0.809524,0.00955,Diesel,Automatic,0.42904,0.255675,0.246291,0.5,7944
'Nissan Terrano XL 110 PS',0.809524,0.008282,Diesel,Manual,0.566786,0.15575,0.141308,0.5,6900
'Hyundai Verna 1.6 SX',0.666667,0.009974,Diesel,Manual,0.665474,0.178266,0.1752,0.5,7440
'Maruti Wagon R LXI',0.571429,0.010897,Petrol,Manual,0.563506,0.069594,0.062571,0.5,2400
'Hyundai i20 Magna Optional 1.4 CrDi',0.666667,0.010743,Diesel,Manual,0.652952,0.143655,0.103842,0.5,4800
'Audi A4 1.8 TFSI',0.619048,0.008128,Petrol,Automatic,0.366726,0.215296,0.24534,0.5,11400
'BMW X1 sDrive20d',0.714286,0.006589,Diesel,Automatic,0.508348,0.255117,0.284899,0.5,21000
'Skoda Rapid 1.6 MPI AT Elegance Plus',0.809524,0.008282,Petrol,Automatic,0.426357,0.181243,0.131837,0.5,7332
'Hyundai i10 Magna',0.761905,0.00782,Petrol,Manual,0.607036,0.106624,0.085013,0.5,4500
'Mitsubishi Pajero 2.8 GLX Z',0.428571,0.011974,Diesel,Manual,0.313059,0.411425,0.138836,0.6,7440
'Honda City i DTEC SV',0.761905,0.00382,Diesel,Manual,0.775194,0.162635,0.12248,0.5,7380
'Maruti Alto K10 2010-2014 VXI',0.666667,0.001912,Petrol,Manual,0.623733,0.069594,0.062571,0.5,2880
'Maruti Swift Ldi BSIII',0.52381,0.012282,Diesel,Manual,0.53071,0.116115,0.077596,0.5,2580
'Hyundai Grand i10 Magna',0.857143,0.003205,Petrol,Manual,0.563506,0.106624,0.090909,0.5,4500
'Ford Figo Petrol ZXI',0.619048,0.004897,Petrol,Manual,0.465116,0.106438,0.068087,0.5,2580
'Hyundai Grand i10 SportZ Edition',0.809524,0.007666,Petrol,Manual,0.563506,0.106624,0.090643,0.5,5700
'Maruti SX4 Vxi BSIV',0.571429,0.007282,Petrol,Manual,0.462135,0.17901,0.131419,0.5,2940
'Honda Amaze S i-Dtech',0.761905,0.009359,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5220
'Toyota Innova 2.5 Z Diesel 7 Seater',0.809524,0.015359,Diesel,Manual,0.387299,0.347972,0.126284,0.7,14400
'BMW 3 Series 320d Highline',0.52381,0.009435,Diesel,Automatic,0.479129,0.255117,0.279194,0.5,10200
'Hyundai i10 Magna 1.1 iTech SE',0.904762,0.006571,Petrol,Manual,0.590638,0.085969,0.064378,0.5,5124
'Renault Duster 85PS Diesel RxL Optional with Nav',0.666667,0.014897,Diesel,Manual,0.60972,0.15575,0.094332,0.5,5100
'Mitsubishi Outlander 2.4',0.571429,0.006055,Petrol,Automatic,0.336911,0.323037,0.258273,0.5,11100
'Mercedes-Benz R-Class R350 CDI 4MATIC',0.571429,0.007051,Diesel,Automatic,0.351819,0.43971,0.431343,0.7,33600
'Hyundai Verna 1.6 DI AT SX Option',0.857143,0.004128,Diesel,Automatic,0.568873,0.178266,0.174971,0.5,10320
'Volkswagen Polo 1.2 MPI Highline',0.952381,0.003471,Petrol,Manual,0.491055,0.106811,0.075694,0.5,9036
'Renault Duster 110PS Diesel RxL',0.761905,0.008897,Diesel,Manual,0.585569,0.15575,0.141213,0.5,6900
'Honda Brio S Option AT',0.666667,0.00482,Petrol,Automatic,0.49195,0.106811,0.100038,0.5,4980
'Ford Figo 2015-2019 1.2P Titanium MT',0.904762,0.004733,Petrol,Manual,0.541443,0.106438,0.100038,0.5,7008
'Audi A6 2.0 TDI Design Edition',0.666667,0.004141,Diesel,Automatic,0.552475,0.250093,0.292012,0.5,19800
'BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater',0.809524,0.004512,Diesel,Automatic,0.476148,0.440826,0.425637,0.7,51600
'Hyundai i10 Sportz Option',0.714286,0.006897,Petrol,Manual,0.607036,0.106624,0.085013,0.5,4260
'Hyundai i20 1.2 Asta Option',0.952381,0.001772,Petrol,Manual,0.554562,0.106624,0.090586,0.5,10680
'Skoda Octavia L and K 1.9 TDI MT',0.380952,0.01859,Diesel,Manual,0.488968,0.236695,0.106124,0.5,3000
'Hyundai Verna Transform SX VGT Di',0.571429,0.01814,Diesel,Manual,0.483005,0.161705,0.144161,0.5,4620
'Hyundai Verna 1.6 SX VTVT (O) AT',0.666667,0.005558,Petrol,Automatic,0.509839,0.17994,0.165843,0.5,9000
'Hyundai Getz GVS',0.333333,0.01382,Petrol,Manual,0.456172,0.13342,0.05097,0.5,2160
'Ford Figo Diesel EXI',0.571429,0.011974,Diesel,Manual,0.596303,0.144213,0.064283,0.5,2700
'Audi A6 2011-2015 35 TDI Technology',0.809524,0.006435,Diesel,Automatic,0.527132,0.250093,0.266508,0.5,29100
